021705,PAPEL CONT.14 7/8 X 11 X 1,MILLAR,31.80,A,P14X1,19/06/2002,14/05/2002,0.00,0.00,,,,,
021706,PAPEL CONT.14 7/8 X 11 X 2,MILLAR,90.00,A,P14X2,19/06/2002,16/04/2002,0.00,0.00,,,,,
021719,PAPEL PARA FAX,ROLLO,0.00,A,PAPEL,05/02/1997,17/02/1997,0.00,0.00,,,,,
022101,TONER FOTOCOPIADORA 2318Z,FRASCO,0.00,A,TF23Z,26/08/2000,04/08/2000,0.00,0.00,,,,,
022102,TONER FOTOCOPIADORA 2301 AG. MERCADO,UNDS.,0.00,A,T23AM,17/09/1997,17/11/1997,0.00,0.00,,,,,
050601,FILTRO DE AIRE LYS AFL-4972 HD,UNDS.,0.00,A,FALYS,06/09/1997,12/10/1999,0.00,0.00,,,,,
050602,FILTRO DE VIDRIO 14~,UNIDAD,8.20,A,FILTR,30/09/2002,30/09/2002,0.00,0.00,,,,,
050604,FICHA CATASTRAL (ACTIV. ECON.),MILLAR,132.00,A,ACTIV,02/02/2001,17/02/2001,0.00,0.00,,,,,
050605,FILTRO DE VIDRIO 17~,UNIDAD,28.80,A,FILTR,30/09/2002,30/09/2002,0.00,0.00,,,,,
050606,FILTRO DE PETROLEO CAV 296,UNDS.,0.00,A,FP296,17/12/1998,15/04/2000,0.00,0.00,,,,,
050607,FILTRO DE PETROLEO LYS LP-203,UNDS.,0.00,A,FP203,31/08/1995,01/12/1999,0.00,0.00,,,,,
030101,ALFILERES,CAJITA,0.00,A,ALFIL,31/08/1995,26/09/1997,0.00,0.00,,,,,
030102,ARCHIVADOR L/ANCHO (8 CM),UNDS.,3.43,A,ARC8,08/11/2012,21/12/2012,0.00,0.00,,,,,
030103,ARCHIVADOR L/ANGOSTO (4 CM.),UNDS.,0.00,A,ACH4,06/04/2000,31/08/2000,0.00,0.00,,,,,
030104,ARCHIVADOR C/PALANCA LOMO ANCHO 1/2 OFICIO,UNDS.,3.85,A,ARCHI,04/03/2002,04/03/2002,0.00,0.00,,,,,
030201,BASE METALICA PARA EXFOLIADOR,UNDS.,0.00,A,BMEXF,31/08/1995,09/01/1999,0.00,0.00,,,,,
030203,BORRADORES DE TINTA PELIKAN,UNDS.,0.30,A,BTP,01/06/2004,19/05/2008,0.00,0.00,,,,,
030205,BOLSAS PARA ASPIRADORA,UNDS.,0.00,A,BPASP,18/11/2000,31/10/2011,0.00,0.00,,,,,
030206,BOLSA DE PAPEL GRANDE,MILLAR,0.00,A,BPGR,31/08/1995,15/09/1997,0.00,0.00,,,,,
030207,BLOCK DE NOTAS -,MILLAR,15.00,A,BLOCK,03/09/2001,03/09/2001,0.00,0.00,,,,,
030301,YESO,BOLSA,7.00,A,YESO,22/05/2015,18/07/2002,0.00,0.00,,,,,
030302,CARTULINA BLANCA OFICIO,UNIDADES,0.09,A,CARTB,23/04/2002,23/04/2002,0.00,0.00,,,,,
030303,CINTA PARA CALCULADORA,UNDS.,0.00,A,CPCAL,31/08/1995,26/04/2002,0.00,0.00,,,,,
030304,CINTA CONTOMETRA PARA CALCULADORA,PAQUETE,0.52,A,CCPC,10/06/2002,26/04/2002,0.00,0.00,,,,,
030305,CINTA MAQ.ESCR.ELEC.COMPACT S,UNDS.,0.00,A,CMEE,12/03/1996,05/04/1999,0.00,0.00,,,,,
030306,CINTA AUDIO 90 MIN SONY,UNIDAD,3.00,A,CINTA,30/05/2001,30/05/2001,0.00,0.00,,,,,
030307,CINTA PARA MAQUINA ESCR. MECANICA,UNDS.,0.00,A,CMEM,02/10/1999,21/03/2000,0.00,0.00,,,,,
030308,"CINTA DE EMBALAJE 2*40""-PEGAFAN",UNDS.,1.20,A,CDEMB,13/11/2001,15/11/2001,0.00,0.00,,,,,
030310,"CINTA ADHESIVA PEGAFAN 1/2"" X 72 YD.",UNDS.,1.09,A,CADH,26/02/2015,20/01/2015,0.00,0.00,,,,,
030311,CORRECTOR TIPO LAPICERO,UNDS.,2.00,A,CTLAP,10/06/2002,26/04/2002,0.00,0.00,,,,,
030312,CUADERNO DE CARGO DE 90 HOJAS,UNIDAD,3.40,A,CUADE,12/03/2002,26/04/2002,0.00,0.00,,,,,
030313,CUADERNO ESPIRAL OFICIO * 100 HJS.,UNIDAD,4.30,A,ESPIR,30/05/2001,30/05/2001,0.00,0.00,,,,,
030314,CUADERNO CUADRICULADO T/A4 * 100 HOJAS,UNDS.,2.30,A,CECH,20/01/2012,26/06/2012,0.00,0.00,,,,,
030315,CARPETA ESPIRAL,UNDS.,1.95,A,CEGR,01/06/2004,14/01/2005,0.00,0.00,,,,,
030316,CARPETA ESPIRAL GRANDE COLORES,UNDS.,0.00,A,CEGC,07/04/2000,31/08/2000,0.00,0.00,,,,,
030317,CLIPS NEKUDA CAJA X 100,CAJITA,0.53,A,CLIPS,10/06/2002,16/05/2002,0.00,0.00,,,,,
030318,"CLIP METALICO CHICO ""ARTESCO"" CAJA X 100 UNIDADES",CAJA,0.51,A,CLIP,26/02/2015,26/05/2015,0.00,0.00,,,,,
030501,"ESPONJERO ""ARTESCO"" GRANDE DE JEBE REDONDO",UNIDAD,1.27,A,ESPON,06/02/2014,03/02/2015,0.00,0.00,,,,,
030502,DIVISION DE AMBIENTE DE MADERA,UNIDAD,1150.00,A,DIVIS,23/07/2001,26/07/2001,0.00,0.00,,,,,
030503,ENGRAPADOR DE ALICATE,UNIDAD,37.80,A,GRAPA,06/03/2002,30/05/2002,0.00,0.00,,,,,
030504,ESCUADRA MILIMETRADA 30 CM.,UNIDAD,10.10,A,ESC.M,30/05/2001,30/05/2001,0.00,0.00,,,,,
030601,FASTENER DE METAL -ARTESCO,CAJA,4.80,A,FMET,10/06/2002,31/01/2014,0.00,0.00,,,,,
030602,FASTENER PLASTICOS - BOLSA X 10,BOLSA,0.00,A,FPB10,06/04/2000,08/08/2000,0.00,0.00,,,,,
030603,FINE PEN AZUL,UNDS.,0.00,A,FPA,13/04/2000,22/08/2000,0.00,0.00,,,,,
030604,FINE PEN NEGRO,UNDS.,0.00,A,FPN,13/04/2000,17/07/2000,0.00,0.00,,,,,
030605,ETIQUETAS AUTOADHESIVAS,MILLAR,2.08,A,ETIQU,06/03/2002,26/04/2002,0.00,0.00,,,,,
030606,FOLDER VERDE PARA EXPEDIENTES,UNDS.,0.00,A,FVPE,09/05/2000,26/08/2000,0.00,0.00,,,,,
030607,FOLDER MARRON PARA EXPEDIENTES CHICLAYO,UNDS.,0.00,A,FMECH,21/02/1996,27/08/1996,0.00,0.00,,,,,
030608,FOLDER MANILA SIN REFUERZO OFICIO T/OFICIO-,UNIDADES,0.19,A,FOFIC,10/06/2002,26/04/2002,0.00,0.00,,,,,
030701,GOMA CHICA,FRASCO,0.00,A,GCH,07/04/2000,13/06/2011,0.00,0.00,,,,,
030702,GOMA GRANDE 250 GR. (COLA),FRASCO,1.30,A,GGRN,16/11/2006,26/02/2014,0.00,0.00,,,,,
030703,GRAPAS 5000 UNIDADES 26/6,CAJAS,2.15,A,G26/6,10/06/2002,01/07/2002,0.00,0.00,,,,,
030704,GRAPAS N 10 KWTRIO,CAJA,0.00,A,G10,18/11/2000,01/03/2007,0.00,0.00,,,,,
030705,GRAPAS 23/12,CAJA,0.00,A,G23/1,20/09/1999,15/08/2000,0.00,0.00,,,,,
031201,BOLIGRAFO DE TINTA SECA PUNTA FINA AZUL-FABER CASTELL,UNIDADES,0.30,A,BOAZU,28/08/2014,20/11/2014,0.00,0.00,,,,,
031202,BOLIGRAFO DE TINTA SECA PUNTA FINA ROJO-FABER CASTELL,UNIDADES,0.17,A,BOROJ,10/06/2002,26/01/2002,0.00,0.00,,,,,
031203,BOLIGRAFO DE TINTA SECA PUNTA FINA NEGRO-FABER CASTELL,UNIDADES,0.28,A,BONEG,16/05/2014,07/08/2014,0.00,0.00,,,,,
031204,LAPIZ ROJO,UNDS.,0.00,A,LROJO,04/05/2000,12/06/2000,0.00,0.00,,,,,
031205,"LIBRO DE ACTAS ""GRAFIRESA"" 100 HOJAS=200 FOLIOS",UNIDAD,4.43,A,LIBRO,30/03/2011,22/01/2013,0.00,0.00,,,,,
031206,LIBRO DE ACTAS 200 HOJAS RAYADO,UNIDAD,9.00,A,LIBRO,29/04/2015,26/04/2002,0.00,0.00,,,,,
031207,LIBRO BANCOS,UNDS.,7.00,A,LBANC,10/09/2001,10/09/2001,0.00,0.00,,,,,
031208,LIBRO CAJA 100 F,UNDS.,30.00,A,LC100,05/09/2001,06/09/2001,0.00,0.00,,,,,
031209,LIBRO CAJA 200 F,UNDS.,7.95,A,LC200,24/08/2002,30/12/2002,0.00,0.00,,,,,
031210,LIBRO DIARIO 100 F,UNDS.,0.00,A,LD100,31/08/1995,30/11/1998,0.00,0.00,,,,,
031211,LIBRO DIARIO DE 200 F,UNDS.,0.00,A,LD200,28/06/1996,,0.00,0.00,,,,,
031212,LIBRO MAYOR,UNDS.,0.00,A,LM,,,0.00,0.00,,,,,
031213,LIGAS DE 1/4 DE LIBRA,CAJA,2.80,A,LIGAS,18/11/2000,14/05/2015,0.00,0.00,,,,,
031214,"LIGAS N∞ 18 ""ALLEANZA"" POR 01 LIBRA",CAJA,8.73,A,LIGAS,28/08/2014,22/05/2015,0.00,0.00,,,,,
031215,LIMAS PARA TASADOR,JUEGO,0.00,A,LPTAS,,,0.00,0.00,,,,,
031216,LIMPIA ALFOMBRAS MARCA KARPEX,FRASCO,0.00,A,LALF,18/11/2000,19/10/2002,0.00,0.00,,,,,
031217,LUPA A PILAS,UNDS.,0.00,A,LP,17/03/1999,22/10/1999,0.00,0.00,,,,,
031301,MINAS 0.5,ESTUCHE,1.05,A,MINA,30/05/2001,30/05/2001,0.00,0.00,,,,,
031302,MICAS OFICIO,UNDS.,0.00,A,MOF,24/04/2000,15/08/2000,0.00,0.00,,,,,
031303,"MOTA PARA PIZARRA ACRILICA ""ARTESCO""",UNIDAD,4.40,A,MOTA,15/09/2001,17/09/2001,0.00,0.00,,,,,
031701,PAPEL CARBON AZUL - CAJA X 100,CAJA,0.00,A,PCAZU,24/04/2000,02/06/2000,0.00,0.00,,,,,
031702,PAPEL CARBON NEGRO - CAJA X 100,CAJA,14.10,A,PCNEG,27/02/2004,27/02/2004,0.00,0.00,,,,,
031703,PAPEL BOND 60 GR OFICIO,MILLAR,16.45,A,PBO,18/11/2000,24/11/2000,0.00,0.00,,,,,
031704,PAPEL CUADRICULADO,CUADERN,0.00,A,PCUA,22/07/2000,24/07/2000,0.00,0.00,,,,,
010326,CHEQUES M.N. CON COPIA,MILLAR,0.00,A,CHMNC,25/08/2000,31/01/2000,0.00,0.00,,,,,
010327,CHEQUES M.E. CON COPIA,MILLAR,0.00,A,CHMEC,25/08/2000,31/01/2000,0.00,0.00,,,,,
031707,PERFORADOR RAPID PUNCH MOD C20,UNDS.,26.70,A,PERP,25/10/2001,29/10/2001,0.00,0.00,,,,,
031708,PERFORADOR GRANDE,UNDS.,169.00,A,PGRAN,07/11/2002,07/11/2002,0.00,0.00,,,,,
031709,PERFORADOR TRIPLE,UNDS.,0.00,A,PTRIP,31/08/1995,28/11/1997,0.00,0.00,,,,,
031711,PILAS PARA CALCULADORA CR 2025,UNDS.,0.00,A,PCR25,20/11/1998,03/05/1999,0.00,0.00,,,,,
031712,PILAS PARA CALCULADORA CR 2032,UNDS.,0.00,A,PCR32,03/06/2000,28/08/2000,0.00,0.00,,,,,
031713,PILAS DURACEL 9 V (BATERIA),UNDS.,0.00,A,PD9V,31/08/1995,07/06/1996,0.00,0.00,,,,,
031717,PAVILO OVILLO PEQUE—O 50 GR.,UNIDAD,19.70,A,PAVIL,12/03/2002,26/04/2002,0.00,0.00,,,,,
031718,PORTA CLIPS PLASTICO,UNDS.,3.35,A,PCPL,12/03/2002,26/04/2002,0.00,0.00,,,,,
031719,PORTA SELLO METALICO,UNDS.,5.50,A,PSM,13/03/2003,19/02/2004,0.00,0.00,,,,,
031720,PORTAMINAS 0.5,UNIDAD,3.10,A,PMINA,30/05/2001,30/05/2001,0.00,0.00,,,,,
031721,PUNTAS (PINCHA PAPELES),UNDS.,0.00,A,PPPAP,13/04/2000,11/07/2000,0.00,0.00,,,,,
031722,"RESALTADOR ""FABER CASTELL 49"" COLOR AMARILLO",UNIDAD,1.95,A,RESAL,10/06/2002,14/05/2015,0.00,0.00,,,,,
031723,PLUMON NEGRO PIZARRA ACRILICA,UNIDAD,2.65,A,NEGRO,10/06/2002,15/04/2002,0.00,0.00,,,,,
031724,PLUMON PARA PIZARRA RECARGABLE #2.0 MM,UNDS.,0.00,A,PPPR,17/03/1999,31/03/1999,0.00,0.00,,,,,
031725,PLUMON GRUESO 47 FABER CASTELL,UNIDAD,1.85,A,PLUMO,06/03/2002,29/04/2002,0.00,0.00,,,,,
031801,"REGLA DE PLASTICO ""DAVID"" DE 30 CM.",UNIDAD,0.50,A,REGLA,12/03/2002,26/04/2002,0.00,0.00,,,,,
031901,SACAGRAPAS DE METAL -RAPID,UNIDAD,1.48,A,SACAG,12/03/2002,26/04/2002,0.00,0.00,,,,,
031902,SELLO DE MADERA,UNDS.,9.00,A,SMA,26/12/2001,26/12/2001,0.00,0.00,,,,,
031903,SELLO FECHADOR SIMPLE,UNDS.,6.20,A,SFS,10/06/2002,08/02/2002,0.00,0.00,,,,,
031904,SELLO GRANDE MADERA,UNIDAD,40.00,A,SELLO,16/10/2001,17/10/2001,0.00,0.00,,,,,
031905,SELLO NUMERADOR (AUTOMATICO),UNDS.,0.00,A,SNUM,24/04/2000,04/01/2000,0.00,0.00,,,,,
031906,SELLO DE 10 DIGITOS,UNDS.,0.00,A,S10D,06/02/1997,02/07/1998,0.00,0.00,,,,,
031907,SELLO TRODAT 4911,UNIDAD,25.00,A,4911,15/02/2002,15/02/2002,0.00,0.00,,,,,
031908,"SOBRE MANILA ""GRAFIPAPEL"" TAMA—O OFICIO",PAQUETE,8.22,A,SOBRE,28/08/2014,20/01/2015,0.00,0.00,,,,,
031909,SOBRE MANILA EXTRA OFICIO,UNIDAD,0.18,A,SMGR,01/03/2013,11/03/2015,0.00,0.00,,,,,
031910,SOBRE MANILA TAMA—O CARTA,UNIDADES,0.00,A,SMC,18/11/2000,31/03/2003,0.00,0.00,,,,,
032001,TAMPON CON CUBIERTA DE PLASTICO T/MED AZUL -PELIKAN,UNDS.,5.80,A,TAZUL,16/05/2002,16/05/2002,0.00,0.00,,,,,
032002,TAMPON LANCER ROJO,UNDS.,3.85,A,T ROJ,18/11/2000,24/07/2001,0.00,0.00,,,,,
032003,"TAJADOR METALICO ""ARTESCO"" PARA LAPIZ",UNIDAD,0.43,A,TAJAD,06/02/2014,16/01/2015,0.00,0.00,,,,,
032004,TINTA PARA TAMPON AZUL,UNIDAD,1.95,A,TIROJ,10/06/2002,26/04/2002,0.00,0.00,,,,,
032005,TINTA PARA TAMPON ROJO,UNIDAD,1.95,A,TINRO,10/06/2002,27/01/2014,0.00,0.00,,,,,
032006,TINTA PARA SELLO NUMERADOR (METALICO),FRASCO,0.00,A,TPSM,21/09/1999,28/04/2000,0.00,0.00,,,,,
032007,TINTA PARA PLUMON - PIZARRA,FRASCO,0.00,A,TPPP,12/02/1996,05/03/1996,0.00,0.00,,,,,
032008,TIJERA CROMADA,UNIDAD,14.50,A,TDM,10/06/2002,26/04/2002,0.00,0.00,,,,,
032009,TUERCAS DE ACERO,UNDS.,0.00,A,TPC,18/11/2000,31/07/2012,0.00,0.00,,,,,
032301,VASOS DESCARTABLES (TIRA X 50)05OZ,TIRAS,0.00,A,VD,12/07/2000,29/08/2000,0.00,0.00,,,,,
032302,FORRO PLAST.TRANSP(CHICO),UNDS.,6.33,A,VCH,13/03/2003,19/02/2004,0.00,0.00,,,,,
032303,FORRO PLASTICO TRANSPARENTE T/OFICIO,UNIDAD,6.20,A,VOFIC,12/03/2002,26/04/2002,0.00,0.00,,,,,
031726,"PAPEL LUSTRE ""GRAPHOS"" VARIOS COLORES 50 * 65 CMS.",PLIEGO,0.19,A,PAPEL,28/08/2014,22/01/2015,0.00,0.00,,,,,
040101,ACIDO MURIATICO,FRASCO,3.90,A,ACM,15/10/2013,18/12/2013,0.00,0.00,,,,,
040102,ALCOHOL 96∫,LITRO,6.50,A,AL96,14/05/2002,15/05/2002,0.00,0.00,,,,,
040301,CERA AMARILLA PARA PISOS,GALON,6.00,A,CAMAR,23/03/2004,23/03/2004,0.00,0.00,,,,,
040302,CERA AL AGUA (BLANCA) POLIFLOR,GALON,0.00,A,CAGUA,18/11/2000,16/03/2001,0.00,0.00,,,,,
040303,CERA ROJA PARA PISOS,GALON,25.00,A,CROJA,29/11/2000,29/11/2000,0.00,0.00,,,,,
040304,CERA PARA MUEBLES,FRASCO,0.00,A,CMUEB,07/03/2000,18/08/2000,0.00,0.00,,,,,
040305,CHAMPU PARA ALFOMBRAS,COJIN,0.00,A,CHALF,31/08/1995,,0.00,0.00,,,,,
040306,COLA SINTETICA FRASCO DE 1/4,UNIDAD,2.10,A,POTE,25/02/2014,20/01/2015,0.00,0.00,,,,,
040401,DETERGENTE,BOLSA,5.50,A,DETER,11/01/2002,11/01/2002,0.00,0.00,,,,,
040402,DESINFECTANTE HARPIC GEL,FRASCO,0.00,A,DHGEL,31/08/2000,15/07/2000,0.00,0.00,,,,,
040403,DESINFECTANTE HARPIC PARA INODOROS AZUL,FRASCO,0.00,A,DHINA,08/03/2000,02/08/2000,0.00,0.00,,,,,
040404,DEODORIZADOR AMBIENTAL (SPRAY),FRASCO,0.00,A,DAWS,31/08/2000,31/08/2000,0.00,0.00,,,,,
040501,ESCOBILLA DE ROPA,UNIDAD,3.50,A,ESCOB,18/11/2000,09/09/2011,0.00,0.00,,,,,
040502,ESCOBILLA DE FIERRO,UNDS.,0.00,A,EDF,18/11/2000,31/07/2012,0.00,0.00,,,,,
040503,ESCOBILLON PARA PISO(GRANDE),UNDS.,15.50,A,EPP,15/05/2006,30/06/2006,0.00,0.00,,,,,
040504,ESCOBILLON DE CERDA PLASTICA PARA PISO,UNDS.,10.00,A,ECPPP,18/01/2008,30/04/2008,0.00,0.00,,,,,
040505,"ESPONJA VERDE ""SCOTCH BRITE""",UNIDAD,1.30,A,ESPON,13/01/2014,29/08/2014,0.00,0.00,,,,,
040601,FRANELA,METRO,5.00,A,FRANE,30/04/2015,07/01/2015,0.00,0.00,,,,,
040701,GLASEX MULTIUSOS,FRASCO,0.00,A,GLMUL,31/08/1995,28/02/1998,0.00,0.00,,,,,
040901,INSECTICIDA - 300 CC,FRASCO,0.00,A,IBAY,06/03/2000,24/08/2000,0.00,0.00,,,,,
040902,INSECTICIDA BAYGON BAYER,FRASCO,0.00,A,IBG,18/11/2000,19/10/2002,0.00,0.00,,,,,
041001,JABONCILLO NEKO,UNIDAD,1.17,A,JABON,29/11/2000,23/05/2002,0.00,0.00,,,,,
041201,LIMPIA VIDRIOS,FRASCO,8.50,A,LV,29/03/2006,30/03/2007,0.00,0.00,,,,,
041202,LIMPIA VIDRIOS X GALON,GALON,12.00,A,LVG,18/11/2000,20/11/2000,0.00,0.00,,,,,
041301,MOPAS PARA TRAPEAR BLANCOS,UNDS.,0.00,A,MOPAS,31/08/2000,19/08/2000,0.00,0.00,,,,,
041701,PASTILLAS AMBIENTADORAS,UNDS.,0.00,A,PAMB,07/03/2000,12/08/2000,0.00,0.00,,,,,
